layer,head,program_idx,sentence_idx,iou_score
2,24,53,4,0.046
2,25,53,0,0.046
2,25,53,1,0.048
2,25,53,2,0.059
2,25,53,3,0.051
2,25,53,4,0.049
2,26,53,0,0.019
2,26,53,1,0.018
2,26,53,2,0.025
2,26,53,3,0.025
2,26,53,4,0.022
2,27,53,0,0.034
2,27,53,1,0.044
2,27,53,2,0.036
2,27,53,3,0.04
2,27,53,4,0.041
2,28,53,0,0.024
2,28,53,1,0.028
2,28,53,2,0.043
2,28,53,3,0.039
2,28,53,4,0.032
2,29,53,0,0.02
2,29,53,1,0.019
2,29,53,2,0.028
2,29,53,3,0.028
2,29,53,4,0.025
2,30,53,0,0.02
2,30,53,1,0.02
2,30,53,2,0.025
2,30,53,3,0.036
2,30,53,4,0.025
2,31,53,0,0.03
2,31,53,1,0.044
2,31,53,2,0.046
2,31,53,3,0.041
2,31,53,4,0.045
3,0,53,0,0.917
3,0,53,1,0.905
3,0,53,2,0.931
3,0,53,3,0.931
3,0,53,4,0.916
3,1,53,0,0.912
3,1,53,1,0.909
3,1,53,2,0.867
3,1,53,3,0.917
3,1,53,4,0.916
3,2,53,0,0.9
3,2,53,1,0.857
3,2,53,2,0.876
3,2,53,3,0.865
3,2,53,4,0.858
3,3,53,0,0.739
3,3,53,1,0.743
3,3,53,2,0.767
3,3,53,3,0.808
3,3,53,4,0.773
3,4,53,0,0.921
3,4,53,1,0.924
3,4,53,2,0.923
3,4,53,3,0.929
3,4,53,4,0.925
3,5,53,0,0.904
3,5,53,1,0.884
3,5,53,2,0.844
3,5,53,3,0.893
3,5,53,4,0.896
3,6,53,0,0.875
3,6,53,1,0.866
3,6,53,2,0.87
3,6,53,3,0.919
3,6,53,4,0.907
3,7,53,0,0.9
3,7,53,1,0.909
3,7,53,2,0.903
3,7,53,3,0.921
3,7,53,4,0.915
3,8,53,0,0.73
3,8,53,1,0.677
3,8,53,2,0.738
3,8,53,3,0.786
3,8,53,4,0.697
3,9,53,0,0.754
3,9,53,1,0.759
3,9,53,2,0.757
3,9,53,3,0.767
3,9,53,4,0.719
3,10,53,0,0.734
3,10,53,1,0.652
3,10,53,2,0.752
3,10,53,3,0.74
3,10,53,4,0.682
3,11,53,0,0.77
3,11,53,1,0.752
3,11,53,2,0.774
3,11,53,3,0.775
3,11,53,4,0.78
3,12,53,0,0.773
3,12,53,1,0.778
3,12,53,2,0.775
3,12,53,3,0.792
3,12,53,4,0.761
3,13,53,0,0.748
3,13,53,1,0.639
3,13,53,2,0.733
3,13,53,3,0.726
3,13,53,4,0.673
3,14,53,0,0.762
3,14,53,1,0.637
3,14,53,2,0.71
3,14,53,3,0.675
3,14,53,4,0.787
3,15,53,0,0.661
3,15,53,1,0.593
3,15,53,2,0.596
3,15,53,3,0.638
3,15,53,4,0.638
3,16,53,0,0.889
3,16,53,1,0.852
3,16,53,2,0.877
3,16,53,3,0.881
3,16,53,4,0.872
3,17,53,0,0.712
3,17,53,1,0.722
3,17,53,2,0.774
3,17,53,3,0.76
3,17,53,4,0.692
3,18,53,0,0.8
3,18,53,1,0.75
3,18,53,2,0.802
3,18,53,3,0.746
3,18,53,4,0.725
3,19,53,0,0.771
3,19,53,1,0.785
3,19,53,2,0.827
3,19,53,3,0.798
3,19,53,4,0.777
3,20,53,0,0.762
3,20,53,1,0.746
3,20,53,2,0.757
3,20,53,3,0.748
3,20,53,4,0.744
3,21,53,0,0.769
3,21,53,1,0.639
3,21,53,2,0.739
3,21,53,3,0.692
3,21,53,4,0.691
3,22,53,0,0.818
3,22,53,1,0.765
3,22,53,2,0.8
3,22,53,3,0.816
3,22,53,4,0.802
3,23,53,0,0.633
3,23,53,1,0.533
3,23,53,2,0.531
3,23,53,3,0.541
3,23,53,4,0.597
3,24,53,0,0.546
3,24,53,1,0.61
3,24,53,2,0.553
3,24,53,3,0.595
3,24,53,4,0.569
3,25,53,0,0.623
3,25,53,1,0.581
3,25,53,2,0.727
3,25,53,3,0.68
3,25,53,4,0.687
3,26,53,0,0.741
3,26,53,1,0.691
3,26,53,2,0.727
3,26,53,3,0.646
3,26,53,4,0.752
3,27,53,0,0.695
3,27,53,1,0.674
3,27,53,2,0.756
3,27,53,3,0.779
3,27,53,4,0.711
3,28,53,0,0.438
3,28,53,1,0.506
3,28,53,2,0.489
3,28,53,3,0.464
3,28,53,4,0.431
3,29,53,0,0.751
3,29,53,1,0.745
3,29,53,2,0.721
3,29,53,3,0.783
3,29,53,4,0.757
3,30,53,0,0.693
3,30,53,1,0.713
3,30,53,2,0.721
3,30,53,3,0.71
3,30,53,4,0.745
3,31,53,0,0.631
3,31,53,1,0.704
3,31,53,2,0.769
3,31,53,3,0.74
3,31,53,4,0.634
4,0,53,0,0.841
4,0,53,1,0.765
4,0,53,2,0.823
4,0,53,3,0.739
4,0,53,4,0.694
4,1,53,0,0.733
4,1,53,1,0.686
4,1,53,2,0.649
4,1,53,3,0.789
4,1,53,4,0.743
4,2,53,0,0.717
4,2,53,1,0.683
4,2,53,2,0.719
4,2,53,3,0.671
4,2,53,4,0.69
4,3,53,0,0.792
4,3,53,1,0.753
4,3,53,2,0.83
4,3,53,3,0.807
4,3,53,4,0.734
4,4,53,0,0.892
4,4,53,1,0.87
4,4,53,2,0.894
4,4,53,3,0.873
4,4,53,4,0.899
4,5,53,0,0.872
4,5,53,1,0.793
4,5,53,2,0.825
4,5,53,3,0.799
4,5,53,4,0.83
4,6,53,0,0.779
4,6,53,1,0.652
4,6,53,2,0.74
4,6,53,3,0.763
4,6,53,4,0.802
4,7,53,0,0.825
4,7,53,1,0.701
4,7,53,2,0.728
4,7,53,3,0.687
4,7,53,4,0.799
4,8,53,0,0.916
4,8,53,1,0.895
4,8,53,2,0.93
4,8,53,3,0.929
4,8,53,4,0.922
4,9,53,0,0.916
4,9,53,1,0.823
4,9,53,2,0.827
4,9,53,3,0.792
4,9,53,4,0.903
4,10,53,0,0.715
4,10,53,1,0.627
4,10,53,2,0.734
4,10,53,3,0.799
4,10,53,4,0.778
4,11,53,0,0.826
4,11,53,1,0.778
4,11,53,2,0.874
4,11,53,3,0.744
4,11,53,4,0.853
4,12,53,0,0.86
4,12,53,1,0.866
4,12,53,2,0.869
4,12,53,3,0.856
4,12,53,4,0.91
4,13,53,0,0.851
4,13,53,1,0.783
4,13,53,2,0.816
4,13,53,3,0.773
4,13,53,4,0.8
4,14,53,0,0.812
4,14,53,1,0.764
4,14,53,2,0.792
4,14,53,3,0.706
4,14,53,4,0.747
4,15,53,0,0.786
4,15,53,1,0.697
4,15,53,2,0.79
4,15,53,3,0.772
4,15,53,4,0.756
4,16,53,0,0.792
4,16,53,1,0.83
4,16,53,2,0.739
4,16,53,3,0.812
4,16,53,4,0.838
4,17,53,0,0.877
4,17,53,1,0.919
4,17,53,2,0.86
4,17,53,3,0.893
4,17,53,4,0.914
4,18,53,0,0.783
4,18,53,1,0.791
4,18,53,2,0.788
4,18,53,3,0.789
4,18,53,4,0.836
4,19,53,0,0.755
4,19,53,1,0.763
4,19,53,2,0.82
4,19,53,3,0.772
4,19,53,4,0.808
4,20,53,0,0.811
4,20,53,1,0.851
4,20,53,2,0.851
4,20,53,3,0.765
4,20,53,4,0.831
4,21,53,0,0.645
4,21,53,1,0.728
4,21,53,2,0.661
4,21,53,3,0.63
4,21,53,4,0.674
4,22,53,0,0.541
4,22,53,1,0.677
4,22,53,2,0.582
4,22,53,3,0.531
4,22,53,4,0.523
4,23,53,0,0.804
4,23,53,1,0.879
4,23,53,2,0.835
4,23,53,3,0.838
4,23,53,4,0.841
4,24,53,0,0.824
4,24,53,1,0.797
4,24,53,2,0.777
4,24,53,3,0.801
4,24,53,4,0.831
4,25,53,0,0.909
4,25,53,1,0.89
4,25,53,2,0.833
4,25,53,3,0.89
4,25,53,4,0.898
4,26,53,0,0.767
4,26,53,1,0.708
4,26,53,2,0.763
4,26,53,3,0.745
4,26,53,4,0.803
4,27,53,0,0.807
4,27,53,1,0.818
4,27,53,2,0.855
4,27,53,3,0.841
4,27,53,4,0.849
4,28,53,0,0.886
4,28,53,1,0.894
4,28,53,2,0.887
4,28,53,3,0.909
4,28,53,4,0.886
4,29,53,0,0.877
4,29,53,1,0.807
4,29,53,2,0.752
4,29,53,3,0.811
4,29,53,4,0.892
4,30,53,0,0.854
4,30,53,1,0.839
4,30,53,2,0.787
4,30,53,3,0.748
4,30,53,4,0.871
4,31,53,0,0.895
4,31,53,1,0.903
4,31,53,2,0.886
4,31,53,3,0.871
4,31,53,4,0.895
5,0,53,0,0.621
5,0,53,1,0.609
5,0,53,2,0.674
5,0,53,3,0.61
5,0,53,4,0.621
5,1,53,0,0.568
5,1,53,1,0.607
5,1,53,2,0.687
5,1,53,3,0.709
5,1,53,4,0.55
5,2,53,0,0.603
5,2,53,1,0.653
5,2,53,2,0.657
5,2,53,3,0.64
5,2,53,4,0.582
5,3,53,0,0.524
5,3,53,1,0.398
5,3,53,2,0.539
5,3,53,3,0.48
5,3,53,4,0.589
5,4,53,0,0.75
5,4,53,1,0.74
5,4,53,2,0.761
5,4,53,3,0.716
5,4,53,4,0.788
5,5,53,0,0.679
5,5,53,1,0.662
5,5,53,2,0.8
5,5,53,3,0.673
5,5,53,4,0.592
5,6,53,0,0.641
5,6,53,1,0.613
5,6,53,2,0.603
5,6,53,3,0.626
5,6,53,4,0.661
5,7,53,0,0.717
5,7,53,1,0.702
5,7,53,2,0.739
5,7,53,3,0.742
5,7,53,4,0.729
5,8,53,0,0.856
5,8,53,1,0.764
5,8,53,2,0.794
5,8,53,3,0.811
5,8,53,4,0.874
5,9,53,0,0.867
5,9,53,1,0.848
5,9,53,2,0.877
5,9,53,3,0.831
5,9,53,4,0.857
5,10,53,0,0.773
5,10,53,1,0.798
5,10,53,2,0.793
5,10,53,3,0.811
5,10,53,4,0.793
5,11,53,0,0.81
5,11,53,1,0.747
5,11,53,2,0.828
5,11,53,3,0.81
5,11,53,4,0.848
5,12,53,0,0.609
5,12,53,1,0.593
5,12,53,2,0.684
5,12,53,3,0.761
5,12,53,4,0.661
5,13,53,0,0.918
5,13,53,1,0.891
5,13,53,2,0.859
5,13,53,3,0.913
5,13,53,4,0.922
5,14,53,0,0.887
5,14,53,1,0.869
5,14,53,2,0.878
5,14,53,3,0.85
5,14,53,4,0.891
5,15,53,0,0.883
5,15,53,1,0.887
5,15,53,2,0.86
5,15,53,3,0.851
5,15,53,4,0.908
5,16,53,0,0.902
5,16,53,1,0.895
5,16,53,2,0.841
5,16,53,3,0.907
5,16,53,4,0.911
5,17,53,0,0.865
5,17,53,1,0.79
5,17,53,2,0.78
5,17,53,3,0.856
5,17,53,4,0.818
5,18,53,0,0.804
5,18,53,1,0.777
5,18,53,2,0.777
5,18,53,3,0.823
5,18,53,4,0.801
5,19,53,0,0.802
5,19,53,1,0.741
5,19,53,2,0.74
5,19,53,3,0.767
5,19,53,4,0.795
5,20,53,0,0.903
5,20,53,1,0.868
5,20,53,2,0.838
5,20,53,3,0.903
5,20,53,4,0.915
5,21,53,0,0.755
5,21,53,1,0.751
5,21,53,2,0.758
5,21,53,3,0.785
5,21,53,4,0.772
5,22,53,0,0.879
5,22,53,1,0.835
5,22,53,2,0.842
5,22,53,3,0.875
5,22,53,4,0.849
5,23,53,0,0.792
5,23,53,1,0.743
5,23,53,2,0.692
5,23,53,3,0.788
5,23,53,4,0.828
5,24,53,0,0.714
5,24,53,1,0.594
5,24,53,2,0.6
5,24,53,3,0.644
5,24,53,4,0.758
5,25,53,0,0.838
5,25,53,1,0.813
5,25,53,2,0.861
5,25,53,3,0.807
5,25,53,4,0.831
5,26,53,0,0.759
5,26,53,1,0.759
5,26,53,2,0.745
5,26,53,3,0.792
5,26,53,4,0.838
5,27,53,0,0.703
5,27,53,1,0.727
5,27,53,2,0.695
5,27,53,3,0.701
5,27,53,4,0.745
5,28,53,0,0.815
5,28,53,1,0.819
5,28,53,2,0.71
5,28,53,3,0.878
5,28,53,4,0.863
5,29,53,0,0.816
5,29,53,1,0.808
5,29,53,2,0.845
5,29,53,3,0.813
5,29,53,4,0.835
5,30,53,0,0.603
5,30,53,1,0.534
5,30,53,2,0.543
5,30,53,3,0.641
5,30,53,4,0.715
5,31,53,0,0.807
5,31,53,1,0.766
5,31,53,2,0.82
5,31,53,3,0.617
5,31,53,4,0.799
6,0,53,0,0.869
6,0,53,1,0.838
6,0,53,2,0.705
6,0,53,3,0.832
6,0,53,4,0.905
6,1,53,0,0.414
6,1,53,1,0.617
6,1,53,2,0.583
6,1,53,3,0.549
6,1,53,4,0.46
6,2,53,0,0.693
6,2,53,1,0.73
6,2,53,2,0.716
6,2,53,3,0.673
6,2,53,4,0.655
6,3,53,0,0.822
6,3,53,1,0.859
6,3,53,2,0.861
6,3,53,3,0.852
6,3,53,4,0.775
6,4,53,0,0.589
6,4,53,1,0.575
6,4,53,2,0.618
6,4,53,3,0.549
6,4,53,4,0.601
6,5,53,0,0.554
6,5,53,1,0.525
6,5,53,2,0.661
6,5,53,3,0.476
6,5,53,4,0.467
6,6,53,0,0.577
6,6,53,1,0.577
6,6,53,2,0.544
6,6,53,3,0.567
6,6,53,4,0.594
6,7,53,0,0.698
6,7,53,1,0.814
6,7,53,2,0.759
6,7,53,3,0.801
6,7,53,4,0.72
6,8,53,0,0.617
6,8,53,1,0.616
6,8,53,2,0.672
6,8,53,3,0.612
6,8,53,4,0.621
6,9,53,0,0.754
6,9,53,1,0.782
6,9,53,2,0.71
6,9,53,3,0.791
6,9,53,4,0.778
6,10,53,0,0.781
6,10,53,1,0.757
6,10,53,2,0.799
6,10,53,3,0.774
6,10,53,4,0.782
6,11,53,0,0.886
6,11,53,1,0.872
6,11,53,2,0.87
6,11,53,3,0.859
6,11,53,4,0.884
6,12,53,0,0.663
6,12,53,1,0.698
6,12,53,2,0.643
6,12,53,3,0.678
6,12,53,4,0.709
6,13,53,0,0.813
6,13,53,1,0.801
6,13,53,2,0.842
6,13,53,3,0.85
6,13,53,4,0.806
6,14,53,0,0.526
6,14,53,1,0.554
6,14,53,2,0.573
6,14,53,3,0.514
6,14,53,4,0.553
6,15,53,0,0.854
6,15,53,1,0.885
6,15,53,2,0.819
6,15,53,3,0.906
6,15,53,4,0.895
6,16,53,0,0.802
6,16,53,1,0.758
6,16,53,2,0.769
6,16,53,3,0.786
6,16,53,4,0.786
6,17,53,0,0.856
6,17,53,1,0.874
6,17,53,2,0.803
6,17,53,3,0.836
6,17,53,4,0.827
6,18,53,0,0.709
6,18,53,1,0.697
6,18,53,2,0.78
6,18,53,3,0.779
6,18,53,4,0.665
6,19,53,0,0.576
6,19,53,1,0.548
6,19,53,2,0.595
6,19,53,3,0.606
6,19,53,4,0.641
6,20,53,0,0.686
6,20,53,1,0.624
6,20,53,2,0.618
6,20,53,3,0.628
6,20,53,4,0.663
6,21,53,0,0.726
6,21,53,1,0.674
6,21,53,2,0.708
6,21,53,3,0.696
6,21,53,4,0.696
6,22,53,0,0.741
6,22,53,1,0.763
6,22,53,2,0.834
6,22,53,3,0.805
6,22,53,4,0.761
6,23,53,0,0.711
6,23,53,1,0.617
6,23,53,2,0.688
6,23,53,3,0.691
6,23,53,4,0.693
6,24,53,0,0.809
6,24,53,1,0.799
6,24,53,2,0.776
6,24,53,3,0.747
6,24,53,4,0.769
6,25,53,0,0.924
6,25,53,1,0.921
6,25,53,2,0.933
6,25,53,3,0.931
6,25,53,4,0.943
6,26,53,0,0.528
6,26,53,1,0.52
6,26,53,2,0.565
6,26,53,3,0.486
6,26,53,4,0.541
6,27,53,0,0.625
6,27,53,1,0.628
6,27,53,2,0.63
6,27,53,3,0.663
6,27,53,4,0.632
6,28,53,0,0.53
6,28,53,1,0.56
6,28,53,2,0.595
6,28,53,3,0.604
6,28,53,4,0.585
6,29,53,0,0.7
6,29,53,1,0.759
6,29,53,2,0.731
6,29,53,3,0.714
6,29,53,4,0.675
6,30,53,0,0.64
6,30,53,1,0.646
6,30,53,2,0.762
6,30,53,3,0.641
6,30,53,4,0.672
6,31,53,0,0.612
6,31,53,1,0.669
6,31,53,2,0.621
6,31,53,3,0.64
6,31,53,4,0.556
7,0,53,0,0.846
7,0,53,1,0.882
7,0,53,2,0.874
7,0,53,3,0.849
7,0,53,4,0.855
7,1,53,0,0.54
7,1,53,1,0.721
7,1,53,2,0.648
7,1,53,3,0.6
7,1,53,4,0.543
7,2,53,0,0.572
7,2,53,1,0.592
7,2,53,2,0.547
7,2,53,3,0.509
7,2,53,4,0.609
7,3,53,0,0.743
7,3,53,1,0.778
7,3,53,2,0.838
7,3,53,3,0.791
7,3,53,4,0.778
7,4,53,0,0.675
7,4,53,1,0.617
7,4,53,2,0.628
7,4,53,3,0.597
7,4,53,4,0.735
7,5,53,0,0.587
7,5,53,1,0.56
7,5,53,2,0.593
7,5,53,3,0.618
7,5,53,4,0.627
7,6,53,0,0.313
7,6,53,1,0.39
7,6,53,2,0.414
7,6,53,3,0.338
7,6,53,4,0.33
7,7,53,0,0.592
7,7,53,1,0.728
7,7,53,2,0.621
7,7,53,3,0.696
7,7,53,4,0.675
7,8,53,0,0.477
7,8,53,1,0.557
7,8,53,2,0.613
7,8,53,3,0.661
7,8,53,4,0.511
7,9,53,0,0.62
7,9,53,1,0.66
7,9,53,2,0.552
7,9,53,3,0.735
7,9,53,4,0.615
7,10,53,0,0.665
7,10,53,1,0.629
7,10,53,2,0.635
7,10,53,3,0.766
7,10,53,4,0.642
7,11,53,0,0.618
7,11,53,1,0.565
7,11,53,2,0.538
7,11,53,3,0.64
7,11,53,4,0.545
7,12,53,0,0.641
7,12,53,1,0.652
7,12,53,2,0.561
7,12,53,3,0.682
7,12,53,4,0.656
7,13,53,0,0.621
7,13,53,1,0.516
7,13,53,2,0.5
7,13,53,3,0.602
7,13,53,4,0.636
7,14,53,0,0.83
7,14,53,1,0.826
7,14,53,2,0.862
7,14,53,3,0.834
7,14,53,4,0.805
7,15,53,0,0.813
7,15,53,1,0.712
7,15,53,2,0.707
7,15,53,3,0.81
7,15,53,4,0.811
7,16,53,0,0.583
7,16,53,1,0.486
7,16,53,2,0.579
7,16,53,3,0.628
7,16,53,4,0.574
7,17,53,0,0.834
7,17,53,1,0.834
7,17,53,2,0.837
7,17,53,3,0.772
7,17,53,4,0.79
7,18,53,0,0.611
7,18,53,1,0.63
7,18,53,2,0.603
7,18,53,3,0.668
7,18,53,4,0.665
7,19,53,0,0.431
7,19,53,1,0.399
7,19,53,2,0.414
7,19,53,3,0.457
7,19,53,4,0.429
7,20,53,0,0.482
7,20,53,1,0.424
7,20,53,2,0.438
7,20,53,3,0.535
7,20,53,4,0.505
7,21,53,0,0.747
7,21,53,1,0.803
7,21,53,2,0.847
7,21,53,3,0.819
7,21,53,4,0.815
7,22,53,0,0.698
7,22,53,1,0.754
7,22,53,2,0.767
7,22,53,3,0.786
7,22,53,4,0.754
7,23,53,0,0.553
7,23,53,1,0.477
7,23,53,2,0.525
7,23,53,3,0.591
7,23,53,4,0.516
7,24,53,0,0.86
7,24,53,1,0.909
7,24,53,2,0.878
7,24,53,3,0.916
7,24,53,4,0.844
7,25,53,0,0.887
7,25,53,1,0.895
7,25,53,2,0.837
7,25,53,3,0.713
7,25,53,4,0.841
7,26,53,0,0.692
7,26,53,1,0.496
7,26,53,2,0.709
7,26,53,3,0.67
7,26,53,4,0.718
7,27,53,0,0.634
7,27,53,1,0.704
7,27,53,2,0.653
7,27,53,3,0.7
7,27,53,4,0.527
7,28,53,0,0.497
7,28,53,1,0.503
7,28,53,2,0.69
7,28,53,3,0.525
7,28,53,4,0.565
7,29,53,0,0.445
7,29,53,1,0.47
7,29,53,2,0.43
7,29,53,3,0.413
7,29,53,4,0.419
7,30,53,0,0.558
7,30,53,1,0.572
7,30,53,2,0.657
7,30,53,3,0.628
7,30,53,4,0.584
7,31,53,0,0.44
7,31,53,1,0.712
7,31,53,2,0.72
7,31,53,3,0.793
7,31,53,4,0.404
8,0,53,0,0.723
8,0,53,1,0.637
8,0,53,2,0.714
8,0,53,3,0.694
8,0,53,4,0.72
8,1,53,0,0.625
8,1,53,1,0.554
8,1,53,2,0.675
8,1,53,3,0.651
8,1,53,4,0.546
8,2,53,0,0.449
8,2,53,1,0.459
8,2,53,2,0.426
8,2,53,3,0.443
8,2,53,4,0.465
8,3,53,0,0.551
8,3,53,1,0.532
8,3,53,2,0.657
8,3,53,3,0.692
8,3,53,4,0.533
8,4,53,0,0.606
8,4,53,1,0.47
8,4,53,2,0.556
8,4,53,3,0.63
8,4,53,4,0.584
8,5,53,0,0.718
8,5,53,1,0.6
8,5,53,2,0.725
8,5,53,3,0.671
8,5,53,4,0.592
8,6,53,0,0.61
8,6,53,1,0.457
8,6,53,2,0.545
8,6,53,3,0.547
8,6,53,4,0.471
8,7,53,0,0.782
8,7,53,1,0.7
8,7,53,2,0.763
8,7,53,3,0.799
8,7,53,4,0.798
8,8,53,0,0.838
8,8,53,1,0.827
8,8,53,2,0.804
8,8,53,3,0.817
8,8,53,4,0.836
8,9,53,0,0.94
8,9,53,1,0.943
8,9,53,2,0.924
8,9,53,3,0.949
8,9,53,4,0.954
8,10,53,0,0.465
8,10,53,1,0.375
8,10,53,2,0.495
8,10,53,3,0.493
8,10,53,4,0.41
8,11,53,0,0.958
8,11,53,1,0.958
8,11,53,2,0.957
8,11,53,3,0.963
8,11,53,4,0.965
8,12,53,0,0.918
8,12,53,1,0.904
8,12,53,2,0.884
8,12,53,3,0.917
8,12,53,4,0.929
8,13,53,0,0.842
8,13,53,1,0.852
8,13,53,2,0.778
8,13,53,3,0.837
8,13,53,4,0.853
8,14,53,0,0.922
8,14,53,1,0.923
8,14,53,2,0.926
8,14,53,3,0.86
8,14,53,4,0.924
8,15,53,0,0.881
8,15,53,1,0.895
8,15,53,2,0.859
8,15,53,3,0.834
8,15,53,4,0.857
8,16,53,0,0.763
8,16,53,1,0.784
8,16,53,2,0.755
8,16,53,3,0.9
8,16,53,4,0.731
8,17,53,0,0.857
8,17,53,1,0.862
8,17,53,2,0.814
8,17,53,3,0.884
8,17,53,4,0.882
8,18,53,0,0.885
8,18,53,1,0.9
8,18,53,2,0.826
8,18,53,3,0.861
8,18,53,4,0.873
8,19,53,0,0.845
8,19,53,1,0.854
8,19,53,2,0.826
8,19,53,3,0.866
8,19,53,4,0.883
8,20,53,0,0.718
8,20,53,1,0.873
8,20,53,2,0.773
8,20,53,3,0.833
8,20,53,4,0.793
8,21,53,0,0.916
8,21,53,1,0.892
8,21,53,2,0.89
8,21,53,3,0.845
8,21,53,4,0.899
8,22,53,0,0.654
8,22,53,1,0.677
8,22,53,2,0.742
8,22,53,3,0.781
8,22,53,4,0.651
8,23,53,0,0.792
8,23,53,1,0.805
8,23,53,2,0.757
8,23,53,3,0.82
8,23,53,4,0.802
8,24,53,0,0.77
8,24,53,1,0.77
8,24,53,2,0.696
8,24,53,3,0.8
8,24,53,4,0.861
8,25,53,0,0.906
8,25,53,1,0.91
8,25,53,2,0.895
8,25,53,3,0.886
8,25,53,4,0.92
8,26,53,0,0.817
8,26,53,1,0.804
8,26,53,2,0.817
8,26,53,3,0.821
8,26,53,4,0.839
8,27,53,0,0.893
8,27,53,1,0.899
8,27,53,2,0.902
8,27,53,3,0.878
8,27,53,4,0.891
8,28,53,0,0.854
8,28,53,1,0.754
8,28,53,2,0.864
8,28,53,3,0.748
8,28,53,4,0.847
8,29,53,0,0.719
8,29,53,1,0.681
8,29,53,2,0.689
8,29,53,3,0.733
8,29,53,4,0.722
8,30,53,0,0.624
8,30,53,1,0.575
8,30,53,2,0.6
8,30,53,3,0.598
8,30,53,4,0.596
8,31,53,0,0.568
8,31,53,1,0.548
8,31,53,2,0.649
8,31,53,3,0.738
8,31,53,4,0.568
9,0,53,0,0.908
9,0,53,1,0.935
9,0,53,2,0.924
9,0,53,3,0.925
9,0,53,4,0.864
9,1,53,0,0.582
9,1,53,1,0.575
9,1,53,2,0.534
9,1,53,3,0.575
9,1,53,4,0.607
9,2,53,0,0.604
9,2,53,1,0.557
9,2,53,2,0.695
9,2,53,3,0.686
9,2,53,4,0.517
9,3,53,0,0.523
9,3,53,1,0.514
9,3,53,2,0.501
9,3,53,3,0.739
9,3,53,4,0.551
9,4,53,0,0.403
9,4,53,1,0.453
9,4,53,2,0.603
9,4,53,3,0.685
9,4,53,4,0.386
9,5,53,0,0.469
9,5,53,1,0.559
9,5,53,2,0.463
9,5,53,3,0.496
9,5,53,4,0.431
9,6,53,0,0.837
9,6,53,1,0.753
9,6,53,2,0.682
9,6,53,3,0.896
9,6,53,4,0.839
9,7,53,0,0.796
9,7,53,1,0.669
9,7,53,2,0.602
9,7,53,3,0.623
9,7,53,4,0.762
9,8,53,0,0.582
9,8,53,1,0.647
9,8,53,2,0.653
9,8,53,3,0.727
9,8,53,4,0.655
9,9,53,0,0.597
9,9,53,1,0.578
9,9,53,2,0.585
9,9,53,3,0.621
9,9,53,4,0.618
9,10,53,0,0.675
9,10,53,1,0.635
9,10,53,2,0.648
9,10,53,3,0.654
9,10,53,4,0.627
9,11,53,0,0.476
9,11,53,1,0.504
9,11,53,2,0.54
9,11,53,3,0.506
9,11,53,4,0.501
9,12,53,0,0.772
9,12,53,1,0.772
9,12,53,2,0.827
9,12,53,3,0.67
9,12,53,4,0.67
9,13,53,0,0.413
9,13,53,1,0.408
9,13,53,2,0.427
9,13,53,3,0.444
9,13,53,4,0.491
9,14,53,0,0.651
9,14,53,1,0.625
9,14,53,2,0.677
9,14,53,3,0.683
9,14,53,4,0.707
9,15,53,0,0.534
9,15,53,1,0.521
9,15,53,2,0.521
9,15,53,3,0.648
9,15,53,4,0.479
9,16,53,0,0.679
9,16,53,1,0.661
9,16,53,2,0.727
9,16,53,3,0.709
9,16,53,4,0.725
9,17,53,0,0.587
9,17,53,1,0.582
9,17,53,2,0.666
9,17,53,3,0.71
9,17,53,4,0.564
9,18,53,0,0.613
9,18,53,1,0.521
9,18,53,2,0.606
9,18,53,3,0.548
9,18,53,4,0.599
9,19,53,0,0.689
9,19,53,1,0.653
9,19,53,2,0.628
9,19,53,3,0.694
9,19,53,4,0.687
9,20,53,0,0.493
9,20,53,1,0.434
9,20,53,2,0.562
9,20,53,3,0.62
9,20,53,4,0.503
9,21,53,0,0.658
9,21,53,1,0.559
9,21,53,2,0.622
9,21,53,3,0.676
9,21,53,4,0.677
9,22,53,0,0.544
9,22,53,1,0.524
9,22,53,2,0.663
9,22,53,3,0.647
9,22,53,4,0.606
9,23,53,0,0.525
9,23,53,1,0.422
9,23,53,2,0.598
9,23,53,3,0.646
9,23,53,4,0.581
9,24,53,0,0.341
9,24,53,1,0.327
9,24,53,2,0.43
9,24,53,3,0.567
9,24,53,4,0.44
9,25,53,0,0.768
9,25,53,1,0.713
9,25,53,2,0.795
9,25,53,3,0.676
9,25,53,4,0.788
9,26,53,0,0.692
9,26,53,1,0.676
9,26,53,2,0.616
9,26,53,3,0.604
9,26,53,4,0.683
9,27,53,0,0.582
9,27,53,1,0.461
9,27,53,2,0.593
9,27,53,3,0.562
9,27,53,4,0.625
9,28,53,0,0.642
9,28,53,1,0.643
9,28,53,2,0.703
9,28,53,3,0.666
9,28,53,4,0.72
9,29,53,0,0.44
9,29,53,1,0.397
9,29,53,2,0.451
9,29,53,3,0.416
9,29,53,4,0.608
9,30,53,0,0.691
9,30,53,1,0.539
9,30,53,2,0.621
9,30,53,3,0.684
9,30,53,4,0.617
9,31,53,0,0.756
9,31,53,1,0.745
9,31,53,2,0.719
9,31,53,3,0.717
9,31,53,4,0.84
10,0,53,0,0.436
10,0,53,1,0.57
10,0,53,2,0.525
10,0,53,3,0.465
10,0,53,4,0.479
10,1,53,0,0.579
10,1,53,1,0.574
10,1,53,2,0.615
